Order No,Supplier Reference,Supplier Name,Order Reference,Status,Total,Carriage Total,Created At,Created By,Direct Delivery,Expected Delivery Date,Nett Goods Total,Order Date,Warehouse - Name,Weight Total
611,CHINA001,China Steel Industries pty,,[RECEIVED],21804.00,0.00,2021-04-23T11:26:36.274184,karen,FALSE,23/04/2021,18400.00,23/04/2021,Stourport Pick,46000.00
612,ARTSS001,All Artists Supplies Ltd,a,"[ASSIGNED, AWAITING_DELIVERY]",6.24,0.00,2021-04-27T15:37:47.500024,karen,FALSE,30/04/2021,5.20,27/04/2021,Stourport Pick,0.00
613,CHINA001,China Steel Industries pty,11,[AWAITING_DELIVERY],58.66,0.00,2021-04-30T11:56:10.300995,karen,FALSE,01/05/2021,49.50,30/04/2021,Stourport Pick,37.50
614,BAKER001,The Village Bakery,11,[AWAITING_DELIVERY],2.40,0.00,2021-05-04T12:42:10.002412,karen,FALSE,06/05/2021,2.00,04/05/2021,Stourport Pick,0.00
615,BAKER001,The Village Bakery,11,[AWAITING_DELIVERY],2.40,0.00,2021-05-04T17:01:03.291696,karen,FALSE,21/05/2021,2.00,04/05/2021,Stourport Pick,0.00
616,ARTSS001,All Artists Supplies Ltd,aan,[AWAITING_DELIVERY],1.44,0.00,2021-05-04T17:07:35.830212,karen,FALSE,06/05/2021,1.20,04/05/2021,Stourport Pick,0.50
617,ARTSS001,All Artists Supplies Ltd,aan,[AWAITING_DELIVERY],749.88,0.00,2021-05-04T17:08:08.683546,karen,FALSE,,624.90,04/05/2021,Stourport Pick,0.52
618,BELLS002,P H Harding,ask,"[RECEIVED, INVOICED]",48.00,0.00,2021-05-06T15:33:18.388342,karen,FALSE,13/05/2021,40.00,06/05/2021,Stourport Bulk,2.00
619,APPHO001,75 A The Apple Tree House,apples,[RECEIVED],288.00,0.00,2021-05-07T16:32:10.949137,karen,FALSE,13/05/2021,240.00,07/05/2021,Stourport Pick,0.00
620,APPHO001,75 A The Apple Tree House,aa,[RECEIVED],192.00,0.00,2021-05-10T14:21:45.061602,karen,FALSE,11/05/2021,160.00,10/05/2021,Stourport Pick,0.00
621,APPHO001,75 A The Apple Tree House,aa,[AWAITING_DELIVERY],49.20,0.00,2021-05-10T14:49:43.573582,karen,FALSE,11/05/2021,41.00,10/05/2021,Stourport Pick,0.00
622,APPHO001,75 A The Apple Tree House,aa,[RECEIVED],96.00,0.00,2021-05-13T09:15:29.413922,karen,FALSE,13/05/2021,80.00,13/05/2021,Stourport Pick,0.00
623,APPHO001,75 A The Apple Tree House,aa,[RECEIVED],48.00,0.00,2021-05-13T09:16:54.544108,karen,FALSE,13/05/2021,40.00,13/05/2021,Stourport Pick,0.00
624,APPHO001,75 A The Apple Tree House,22,"[RECEIVED, INVOICED]",96.00,0.00,2021-05-13T15:27:20.835832,karen,FALSE,13/05/2021,80.00,13/05/2021,Stourport Pick,0.00
625,APPHO001,75 A The Apple Tree House,aa,"[RECEIVED, INVOICED]",48.00,0.00,2021-05-13T15:28:34.548116,karen,FALSE,13/05/2021,40.00,13/05/2021,Stourport Pick,0.00
626,BELLS002,P H Harding,123,"[RECEIVED, INVOICED]",0.60,0.00,2021-05-14T10:54:52.203535,manager,FALSE,,0.50,14/05/2021,Stourport Bulk,0.00
627,BELLS002,P H Harding,test,"[RECEIVED, INVOICED]",21.00,0.00,2021-05-18T15:30:11.876358,karen,FALSE,19/05/2021,17.50,18/05/2021,Stourport Pick,50.00
628,ARTSS001,All Artists Supplies Ltd,23,"[RECEIVED, INVOICED]",924.00,0.00,2021-05-20T16:30:35.404437,default,FALSE,20/05/2021,770.00,20/05/2021,Stourport Bulk,50.50
629,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],48.00,0.00,2021-06-02T12:50:45.349370,karen,FALSE,01/06/2021,40.00,02/06/2021,Stourport Pick,0.00
630,ABCDE001,Advanced Kitchens Ltd,131423523,[AWAITING_DELIVERY],5.48,5.00,2021-06-02T12:58:11.188055,default,FALSE,,0.40,02/06/2021,Stourport Pick,0.00
631,ARTSS001,All Artists Supplies Ltd,aa,[AWAITING_DELIVERY],18.48,0.00,2021-06-03T11:23:43.852410,karen,FALSE,03/06/2021,15.40,03/06/2021,Stourport Pick,1.00
632,CHINA001,China Steel Industries pty,aa,[RECEIVED],675450.00,0.00,2021-06-04T15:01:09.024433,karen,FALSE,04/06/2021,570000.00,04/06/2021,Stourport Pick,150000.00
633,ARTSS001,All Artists Supplies Ltd,aa,[AWAITING_DELIVERY],1848.00,0.00,2021-06-09T16:39:27.414374,karen,FALSE,10/06/2021,1540.00,09/06/2021,Stourport Pick,100.00
634,REALL001,The Really Good Chocolate Factory,aa,[RECEIVED],2400.00,0.00,2021-06-10T11:04:42.446445,karen,FALSE,11/06/2021,2000.00,10/06/2021,Stourport Pick,1000.00
635,BOWYE001,Bowyers Kitchens,,[AWAITING_DELIVERY],4.20,0.00,2021-06-10T11:44:33.340312,karen,FALSE,10/06/2021,3.50,10/06/2021,Stourport Pick,0.10
636,BOWYE001,Bowyers Kitchens,11,"[RECEIVED, AWAITING_DELIVERY]",24.00,0.00,2021-06-15T10:43:13.798222,karen,FALSE,16/06/2021,20.00,15/06/2021,Stourport Pick,0.00
637,AAAXX001,Axles Supplies Ltd,aa,[AWAITING_DELIVERY],3610.00,10.00,2021-06-15T14:47:33.197910,karen,FALSE,16/06/2021,3000.00,15/06/2021,Stourport Pick,150.00
638,AAAXX001,Axles Supplies Ltd,11,[AWAITING_DELIVERY],5458.00,10.00,2021-06-15T14:52:19.200601,karen,FALSE,17/06/2021,4540.00,15/06/2021,Stourport Pick,250.00
639,BOWYE001,Bowyers Kitchens,11,"[RECEIVED, INVOICED]",240.00,0.00,2021-06-16T11:16:55.001908,karen,FALSE,17/06/2021,200.00,16/06/2021,Stourport Pick,0.00
640,HARRY001,Harry's Arts and Crafts suppliers,qq,"[RECEIVED, INVOICED]",24.00,0.00,2021-06-22T12:22:55.842076,karen,FALSE,23/06/2021,20.00,22/06/2021,Stourport Pick,25.00
641,BOWYE001,Bowyers Kitchens,2,"[RECEIVED, INVOICED]",42.00,0.00,2021-06-22T12:37:48.643773,karen,FALSE,23/06/2021,35.00,22/06/2021,Stourport Pick,12.50
642,ARTSS001,All Artists Supplies Ltd,qq,[RECEIVED],1848.00,0.00,2021-06-23T11:06:31.204185,karen,FALSE,23/06/2021,1540.00,23/06/2021,Stourport Pick,100.00
643,EXETR001,Supplier Warehouse,25,"[ASSIGNED, AWAITING_DELIVERY]",120.00,0.00,2021-07-06T15:09:42.574420,karen,TRUE,06/07/2021,100.00,06/07/2021,Stourport Pick,30.00
644,EXETR001,Supplier Warehouse,11,"[ASSIGNED, AWAITING_DELIVERY]",108.00,0.00,2021-07-06T15:11:22.222058,karen,TRUE,06/07/2021,90.00,06/07/2021,Stourport Pick,27.00
645,EXETR001,Supplier Warehouse,22,[RECEIVED],108.00,0.00,2021-07-06T15:19:54.527865,karen,TRUE,06/07/2021,90.00,06/07/2021,Stourport Pick,27.00
646,BAKER001,The Village Bakery,aa,[AWAITING_DELIVERY],7.20,0.00,2021-07-13T14:39:25.379650,karen,FALSE,,6.00,13/07/2021,Stourport Pick,0.00
647,ADDER001,Adder Direct Marketing,1,"[ASSIGNED, AWAITING_DELIVERY]",0.60,0.00,2021-07-14T12:54:42.286273,karen,FALSE,15/07/2021,0.50,14/07/2021,Stourport Pick,1.00
648,DANIS001,Danish Supplier,aa,[RECEIVED],17.28,0.00,2021-07-14T16:57:48.108897,karen,FALSE,14/07/2021,14.40,14/07/2021,Stourport Pick,6.00
649,STOUR001,Stourport Trading Company,test,[RECEIVED],151.20,0.00,2021-07-14T17:17:05.620775,karen,FALSE,15/07/2021,126.00,14/07/2021,Stourport Pick,30.00
650,ABCDE001,Advanced Kitchens Ltd,7y9i8675867,"[ASSIGNED, AWAITING_DELIVERY]",5.96,5.00,2021-07-15T15:03:50.573713,default,FALSE,,0.80,15/07/2021,Stourport Pick,0.01
651,ARTSS001,All Artists Supplies Ltd,11,"[RECEIVED, INVOICED]",480.00,0.00,2021-07-16T15:29:02.292429,karen,FALSE,17/07/2021,400.00,16/07/2021,Stourport Pick,0.00
652,MALVE001,Malvern Water ,qq,"[RECEIVED, INVOICED]",4.50,0.00,2021-07-19T12:44:56.174462,karen,FALSE,21/07/2021,3.75,19/07/2021,Stourport Pick,90.00
653,EXETR001,Supplier Warehouse,q,"[RECEIVED, INVOICED]",24.00,0.00,2021-07-19T15:56:28.993608,karen,FALSE,21/07/2021,20.00,19/07/2021,Stourport Pick,0.00
654,STATI001,All Stationery Supplies Ltd,11,[RECEIVED],25.00,15.00,2021-07-20T15:25:36.546022,karen,TRUE,22/07/2021,10.00,20/07/2021,Stourport Pick,200.00
655,STATI001,All Stationery Supplies Ltd,11,"[ASSIGNED, AWAITING_DELIVERY]",25.00,15.00,2021-07-20T15:29:50.570659,karen,FALSE,22/07/2021,10.00,20/07/2021,Stourport Pick,200.00
656,STATI001,All Stationery Supplies Ltd,22,[RECEIVED],615.00,15.00,2021-07-21T12:00:50.756597,karen,FALSE,21/07/2021,500.00,21/07/2021,Stourport Pick,0.00
657,STATI001,All Stationery Supplies Ltd,25,"[ASSIGNED, AWAITING_DELIVERY]",77.40,15.00,2021-07-21T12:16:35.557731,karen,FALSE,21/07/2021,52.00,21/07/2021,Stourport Pick,0.00
658,HARRY001,Harry's Arts and Crafts suppliers,22,"[ASSIGNED, AWAITING_DELIVERY]",957.60,0.00,2021-07-21T12:45:06.985879,karen,FALSE,22/07/2021,798.00,21/07/2021,Stourport Pick,32.00
659,ADDER001,Adder Direct Marketing,23,"[ASSIGNED, AWAITING_DELIVERY]",126.00,0.00,2021-07-21T14:23:19.208488,karen,FALSE,22/07/2021,105.00,21/07/2021,Stourport Pick,0.00
660,ADDER001,Adder Direct Marketing,22,"[ASSIGNED, AWAITING_DELIVERY]",420.00,0.00,2021-07-21T14:28:58.171716,karen,FALSE,23/07/2021,350.00,21/07/2021,Stourport Pick,0.00
661,CHINA001,China Steel Industries pty,11,"[ASSIGNED, RECEIVED, AWAITING_DELIVERY]",47.40,0.00,2021-07-21T14:34:24.262686,karen,FALSE,22/07/2021,40.00,21/07/2021,Stourport Pick,100.00
662,CHINA001,China Steel Industries pty,11,[RECEIVED],308.10,0.00,2021-07-21T14:43:11.732612,karen,FALSE,22/07/2021,260.00,21/07/2021,Stourport Pick,0.00
663,ARTSS001,All Artists Supplies Ltd,25,[AWAITING_DELIVERY],1848.00,0.00,2021-07-22T11:55:41.458270,karen,FALSE,23/07/2021,1540.00,22/07/2021,Stourport Pick,100.00
664,ARTSS001,All Artists Supplies Ltd,,[RECEIVED],19.20,0.00,2021-07-23T09:53:05.206557,karen,FALSE,23/07/2021,16.00,23/07/2021,Stourport Pick,10.00
665,ABCDE003,Goods ,10 Brush Test,[AWAITING_DELIVERY],5.40,0.00,2021-07-23T09:55:38.804455,default,FALSE,,4.50,23/07/2021,Stourport Bulk,1.25
666,JOHNR001,Johns Retail Shop,82917,[AWAITING_DELIVERY],10.20,0.00,2021-07-23T11:13:43.817669,default,FALSE,01/08/2021,8.50,23/07/2021,Stourport Pick,5.00
667,MAERS001,MAERSK Denmark,11,[AWAITING_DELIVERY],667.80,5.00,2021-07-23T14:44:05.914111,karen,FALSE,11/07/2021,525.00,23/07/2021,Stourport Pick,17.50
668,MAERS001,MAERSK Denmark,11,"[RECEIVED, INVOICED]",1329.30,5.00,2021-07-23T15:45:15.058121,karen,FALSE,30/07/2021,1050.00,23/07/2021,Stourport Pick,35.00
669,HOOSU001,Hoo Supplies China PTY,test,[RECEIVED],474.00,0.00,2021-07-26T11:08:11.801182,karen,FALSE,28/07/2021,400.00,26/07/2021,Stourport Pick,20.00
670,HOOSU001,Hoo Supplies China PTY,qq,[RECEIVED],237.00,0.00,2021-07-26T11:24:27.598958,karen,FALSE,28/07/2021,200.00,26/07/2021,Stourport Pick,10.00
671,HOOSU001,Hoo Supplies China PTY,qq,[RECEIVED],237.00,0.00,2021-07-26T11:30:48.921617,karen,FALSE,27/07/2021,200.00,26/07/2021,Stourport Pick,10.00
672,ADDER001,Adder Direct Marketing,123,"[ASSIGNED, AWAITING_DELIVERY]",720.00,0.00,2021-07-27T09:38:27.875382,karen,FALSE,12/08/2021,600.00,27/07/2021,Stourport Pick,0.00
673,ADDER001,Adder Direct Marketing,11,"[ASSIGNED, AWAITING_DELIVERY]",480.00,0.00,2021-07-27T09:54:55.994500,karen,FALSE,01/08/2021,400.00,27/07/2021,Stourport Pick,0.00
674,CHOCO001,All Chocolate Supplies Ltd,aa,[RECEIVED],89.28,0.00,2021-07-27T10:05:49.031674,karen,FALSE,08/09/2021,74.40,27/07/2021,Stourport Pick,30.00
675,STOUR001,Stourport Trading Company,test2,[RECEIVED],151.20,0.00,2021-07-27T10:42:54.799135,karen,FALSE,29/07/2021,126.00,27/07/2021,Stourport Pick,30.00
676,MAERS001,MAERSK Denmark,11,"[RECEIVED, INVOICED]",398.38,42.90,2021-07-27T10:51:25.433031,karen,FALSE,28/07/2021,282.13,27/07/2021,Stourport Pick,6.00
677,BAKER001,The Village Bakery,qq,"[RECEIVED, INVOICED]",22.48,10.00,2021-07-28T14:28:56.721150,karen,FALSE,29/07/2021,10.40,28/07/2021,Stourport Pick,0.13
678,HOOSU001,Hoo Supplies China PTY,qq,[RECEIVED],16317.45,0.00,2021-07-28T15:41:06.463304,karen,FALSE,30/07/2021,13770.00,28/07/2021,Stourport Pick,5625.00
679,CHINA001,China Steel Industries pty,aa,"[RECEIVED, AWAITING_DELIVERY, INVOICED]",96.93,0.00,2021-07-29T10:18:30.902965,karen,FALSE,05/08/2021,81.80,29/07/2021,Stourport Pick,25.50
681,ARTSS001,All Artists Supplies Ltd,aa,"[RECEIVED, AWAITING_DELIVERY]",474.00,12.00,2021-08-02T17:04:41.343669,karen,FALSE,19/08/2021,385.00,02/08/2021,Stourport Pick,25.00
682,AAAXX001,Axles Supplies Ltd,aa,[RECEIVED],67.20,10.00,2021-08-02T17:12:13.610628,karen,FALSE,04/08/2021,46.00,02/08/2021,Stourport Pick,60.00
683,AAAXX001,Axles Supplies Ltd,aa,"[RECEIVED, INVOICED]",100.08,0.00,2021-08-03T11:55:31.000630,karen,FALSE,04/08/2021,83.40,03/08/2021,Stourport Pick,6.00
684,BSODA001,Soda House,aa,[RECEIVED],11.16,0.00,2021-08-05T14:40:38.625305,karen,FALSE,06/08/2021,9.30,05/08/2021,Stourport Pick,10.00
685,ABCDE002,Brian Badonde,890987,"[RECEIVED, INVOICED]",18.00,0.00,2021-08-06T16:00:13.264236,default,TRUE,07/08/2021,15.00,06/08/2021,Stourport Pick,3.00
686,ABCDE002,Brian Badonde,789828,"[RECEIVED, INVOICED]",18.00,0.00,2021-08-06T16:03:56.737518,default,TRUE,06/08/2021,15.00,06/08/2021,Stourport Pick,3.00
687,ARTSS001,All Artists Supplies Ltd,aa,"[RECEIVED, INVOICED]",6.00,0.00,2021-08-10T15:40:50.767168,karen,FALSE,20/08/2021,5.00,10/08/2021,Stourport Pick,40.00
688,ABCDE001,Advanced Kitchens Ltd,aa,"[RECEIVED, INVOICED]",65.00,5.00,2021-08-10T16:18:38.041886,karen,FALSE,11/08/2021,50.00,11/08/2021,Stourport Pick,120.00
689,CHINA001,China Steel Industries pty,aa,"[RECEIVED, AWAITING_DELIVERY]",263.66,0.00,2021-08-10T17:14:17.826948,karen,FALSE,12/08/2021,222.50,10/08/2021,Stourport Pick,142.50
690,CHINA001,China Steel Industries pty,aa,"[RECEIVED, AWAITING_DELIVERY]",450.30,0.00,2021-08-11T12:56:16.246988,karen,FALSE,12/08/2021,380.00,11/08/2021,Stourport Pick,100.00
691,AAAXX001,Axles Supplies Ltd,11,"[RECEIVED, INVOICED]",13.00,10.00,2021-08-11T17:08:55.584182,karen,FALSE,13/08/2021,2.50,11/08/2021,Stourport Pick,0.00
692,HOOSU001,Hoo Supplies China PTY,qq,"[RECEIVED, INVOICED]",21.47,0.00,2021-08-13T12:16:45.995485,karen,FALSE,19/08/2021,18.12,13/08/2021,Stourport Pick,9.00
693,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, AWAITING_DELIVERY]",83.16,0.00,2021-08-24T16:55:38.000369,karen,FALSE,26/08/2021,69.30,24/08/2021,Stourport Pick,4.50
694,ABCDE001,Advanced Kitchens Ltd,aa,[RECEIVED],14.60,5.00,2021-08-24T16:56:31.551233,karen,FALSE,25/08/2021,8.00,24/08/2021,Stourport Pick,0.10
695,CHOCO001,All Chocolate Supplies Ltd,aa,"[ASSIGNED, AWAITING_DELIVERY]",74.40,0.00,2021-08-24T17:06:57.139270,karen,FALSE,26/08/2021,62.00,24/08/2021,Stourport Pick,25.00
696,ARTSS001,All Artists Supplies Ltd,aa,"[RECEIVED, AWAITING_DELIVERY]",3.00,0.00,2021-08-25T10:41:38.355500,karen,FALSE,26/08/2021,2.50,25/08/2021,Stourport Pick,20.00
697,BOWYE001,Bowyers Kitchens,123,[AWAITING_DELIVERY],58.00,10.00,2021-09-06T14:54:40.990767,karen,FALSE,09/09/2021,40.00,06/09/2021,Stourport Pick,0.50
698,USAUS003,USA Supplies Ltd,test 1,[AWAITING_DELIVERY],403.92,0.00,2021-09-07T15:53:58.003231,karen,FALSE,23/09/2021,336.60,07/09/2021,Stourport Pick,0.00
699,USAUS003,USA Supplies Ltd,test 1,"[RECEIVED, AWAITING_DELIVERY, INVOICED]",403.92,0.00,2021-09-07T15:54:13.860148,karen,FALSE,23/09/2021,336.60,07/09/2021,Stourport Pick,0.00
700,USAUS003,USA Supplies Ltd,test 2,[AWAITING_DELIVERY],220.32,0.00,2021-09-07T15:56:40.657790,karen,FALSE,,183.60,07/09/2021,Stourport Pick,0.00
701,USAUS003,USA Supplies Ltd,aa,"[RECEIVED, INVOICED]",316.85,0.00,2021-09-07T17:13:13.613160,karen,FALSE,08/09/2021,264.04,07/09/2021,Stourport Pick,46.00
702,ARTSS001,All Artists Supplies Ltd,aa,"[RECEIVED, INVOICED]",108.00,0.00,2021-09-08T09:49:52.749215,karen,FALSE,09/09/2021,90.00,08/09/2021,Stourport Pick,24.00
703,REALL001,The Really Good Chocolate Factory,qq,"[RECEIVED, INVOICED]",225.00,0.00,2021-09-08T12:27:10.515448,karen,FALSE,,187.50,08/09/2021,Stourport Pick,50.00
704,ARTSS001,All Artists Supplies Ltd,,[RECEIVED],2.88,0.00,2021-09-09T12:38:21.264542,karen,FALSE,16/09/2021,2.40,09/09/2021,Stourport Pick,0.00
705,ARTSS001,All Artists Supplies Ltd,11,[RECEIVED],1800.00,0.00,2021-09-09T15:10:03.632927,karen,FALSE,30/09/2021,1500.00,09/09/2021,Stourport Pick,20.00
706,STOUR001,Stourport Trading Company,aa,[RECEIVED],6600.00,0.00,2021-09-09T16:14:03.259864,karen,FALSE,16/09/2021,5500.00,09/09/2021,Stourport Pick,0.00
707,STOUR001,Stourport Trading Company,qq,[RECEIVED],83.40,0.00,2021-09-09T16:29:55.043178,karen,FALSE,16/09/2021,69.50,09/09/2021,Stourport Pick,5.00
708,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],24.00,0.00,2021-09-09T16:31:57.773127,karen,FALSE,16/09/2021,20.00,09/09/2021,Stourport Pick,0.00
709,USAUS003,USA Supplies Ltd,test 2,[AWAITING_DELIVERY],220.32,0.00,2021-09-14T17:11:41.201861,karen,FALSE,,183.60,14/09/2021,Stourport Pick,0.00
710,STATI001,All Stationery Supplies Ltd,aa,[AWAITING_DELIVERY],69.00,15.00,2022-05-19T14:45:03.218516,karen,FALSE,,45.00,19/05/2022,Stourport Pick,0.00
711,BOWYE001,Bowyers Kitchens,,[RECEIVED],15.00,0.00,2022-06-08T10:35:53.086680,karen,FALSE,,12.50,08/06/2022,Stourport Pick,5.00
712,STATI001,All Stationery Supplies Ltd,,"[ASSIGNED, RECEIVED]",18.30,0.00,2022-06-22T15:31:41.748192,manager,FALSE,23/06/2022,15.25,22/06/2022,Stourport Pick,0.00
714,AAAXX001,Axles Supplies Ltd,,[RECEIVED],24.88,10.00,2022-06-22T15:34:08.431731,manager,FALSE,,12.40,22/06/2022,Stourport Pick,5.00
715,BOWYE001,Bowyers Kitchens,ss,[AWAITING_DELIVERY],13.73,0.00,2022-06-30T15:26:27.852427,manager,FALSE,,11.44,30/06/2022,Stourport Pick,14.90
728,STATI001,All Stationery Supplies Ltd,test large PO,"[ASSIGNED, AWAITING_DELIVERY]",372584.86,15.00,2022-06-30T15:44:09.960657,manager,FALSE,,310955.57,30/06/2022,Stourport Pick,543176.76
729,CHINA001,China Steel Industries pty,a,[AWAITING_DELIVERY],4289.70,0.00,2022-07-01T10:02:39.149463,manager,FALSE,21/07/2022,3620.00,01/07/2022,Stourport Pick,150.00
731,BAKER001,The Village Bakery,aa,[AWAITING_DELIVERY],0.12,0.00,2022-07-08T09:45:43.791497,manager,FALSE,08/07/2022,0.10,08/07/2022,Stourport Pick,0.25
732,ARTSS001,All Artists Supplies Ltd,ww,"[ASSIGNED, AWAITING_DELIVERY]",205.80,0.00,2022-07-08T11:21:25.910435,manager,FALSE,,171.50,08/07/2022,Stourport Pick,30.00
735,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, AWAITING_DELIVERY]",16.32,0.00,2022-07-08T11:51:20.113615,manager,FALSE,,13.60,08/07/2022,Stourport Pick,0.08
736,ADDER001,Adder Direct Marketing,aa,[RECEIVED],18.00,0.00,2022-07-08T14:14:12.722584,manager,FALSE,08/07/2022,15.00,08/07/2022,Stourport Pick,0.00
737,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],15.60,0.00,2022-07-08T14:28:04.678995,manager,FALSE,08/07/2022,13.00,08/07/2022,Stourport Pick,0.00
739,HARRY001,Harry's Arts and Crafts suppliers,qq,"[ASSIGNED, AWAITING_DELIVERY]",0.36,0.00,2022-07-08T14:53:29.735668,manager,FALSE,08/07/2022,0.30,08/07/2022,Stourport Pick,0.00
740,ARTSS001,All Artists Supplies Ltd,,"[ASSIGNED, AWAITING_DELIVERY]",4.68,0.00,2022-07-08T16:36:27.751571,manager,FALSE,09/07/2022,3.90,08/07/2022,Stourport Pick,0.12
741,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, AWAITING_DELIVERY]",1.56,0.00,2022-07-08T16:47:00.075458,manager,FALSE,,1.30,08/07/2022,Stourport Pick,0.04
742,EXETR001,Supplier Warehouse,aa,[RECEIVED],43.20,0.00,2022-07-18T15:20:56.476211,karen,FALSE,,36.00,18/07/2022,Stourport Pick,0.00
743,EXETR001,Supplier Warehouse,aa,[RECEIVED],54.00,0.00,2022-07-18T15:27:39.747644,karen,FALSE,,45.00,18/07/2022,Stourport Pick,0.00
744,ABCDE001,Advanced Kitchens Ltd,234,"[RECEIVED, INVOICED]",80.00,5.00,2022-07-19T10:41:35.050415,karen,FALSE,,62.50,19/07/2022,Stourport Pick,44.00
745,CHINA001,China Steel Industries pty,,"[RECEIVED, INVOICED]",2085.60,0.00,2022-07-20T14:10:51.650492,karen,FALSE,,1760.00,20/07/2022,Stourport Pick,90.00
746,ARTSS001,All Artists Supplies Ltd,,[RECEIVED],120.00,0.00,2022-07-21T11:43:59.600845,karen,FALSE,,100.00,21/07/2022,Stourport Pick,0.00
748,SUPPY001,Suppliers R Us,qq,"[ASSIGNED, AWAITING_DELIVERY]",13.68,0.00,2022-07-22T16:52:06.458980,karen,FALSE,,11.40,22/07/2022,Stourport Pick,2.80
749,CHINA001,China Steel Industries pty,aa,[RECEIVED],112.58,0.00,2022-07-29T11:05:22.163203,karen,FALSE,,95.00,29/07/2022,Stourport Pick,25.00
750,SIGAS001,Sig Supplier test,aa,[RECEIVED],0.01,0.00,2022-08-04T09:51:36.457504,karen,TRUE,,0.01,04/08/2022,Stourport Pick,0.00
751,STATI001,All Stationery Supplies Ltd,aa,[AWAITING_DELIVERY],135.00,15.00,2022-08-08T12:10:50.263279,karen,FALSE,,100.00,08/08/2022,Stourport Pick,0.00
752,REALL001,The Really Good Chocolate Factory,aa,[RECEIVED],1.44,0.00,2022-08-08T12:23:39.185223,karen,FALSE,,1.20,08/08/2022,Stourport Pick,0.00
753,REALL001,The Really Good Chocolate Factory,aa,[RECEIVED],2400.00,0.00,2022-08-08T12:30:12.751801,karen,FALSE,,2000.00,08/08/2022,Stourport Pick,0.00
754,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, RECEIVED, AWAITING_DELIVERY]",117600.00,0.00,2022-08-08T14:54:57.437488,karen,FALSE,,98000.00,08/08/2022,Stourport Pick,0.00
756,STATI001,All Stationery Supplies Ltd,aa,[RECEIVED],27.00,15.00,2022-08-11T09:14:38.971908,karen,FALSE,12/08/2022,10.00,11/08/2022,Stourport Pick,0.00
757,STATI001,All Stationery Supplies Ltd,ww,[RECEIVED],24.00,15.00,2022-08-11T09:26:42.912890,karen,FALSE,,7.50,11/08/2022,Stourport Pick,0.00
758,STATI001,All Stationery Supplies Ltd,a,[RECEIVED],24.00,15.00,2022-08-11T09:41:34.759653,karen,FALSE,,7.50,11/08/2022,Stourport Pick,0.00
759,STATI001,All Stationery Supplies Ltd,aa,[RECEIVED],735.00,15.00,2022-08-16T11:08:19.118622,karen,FALSE,16/08/2022,600.00,16/08/2022,Stourport Pick,0.00
760,INPET001,International Pet Supplies,aa,[RECEIVED],36.00,0.00,2022-09-26T12:39:48.875013,karen,FALSE,,30.00,26/09/2022,Stourport Pick,0.00
761,CHINA001,China Steel Industries pty,aa,[RECEIVED],2240.42,0.00,2022-09-29T10:36:19.942795,karen,FALSE,,1890.65,29/09/2022,Stourport Pick,0.00
763,EXETR001,Supplier Warehouse,aa,"[ASSIGNED, RECEIVED]",3.00,0.00,2022-10-05T11:52:19.071371,karen,FALSE,05/10/2022,2.50,05/10/2022,Stourport Pick,0.00
764,EXETR001,Supplier Warehouse,aa,[RECEIVED],0.10,0.00,2022-10-05T14:53:32.532471,karen,TRUE,06/10/2022,0.08,05/10/2022,Stourport Pick,0.00
765,INPET001,International Pet Supplies,,"[ASSIGNED, RECEIVED]",1.68,0.00,2022-10-05T15:57:52.970472,karen,FALSE,06/10/2022,1.40,05/10/2022,Stourport Pick,0.00
766,EXETR001,Supplier Warehouse,aa,"[ASSIGNED, RECEIVED]",3.60,0.00,2022-10-05T16:28:03.014550,karen,TRUE,06/10/2022,3.00,05/10/2022,Stourport Pick,0.00
767,ARTSS001,All Artists Supplies Ltd,qq,[RECEIVED],6.00,0.00,2022-10-06T11:04:53.392020,karen,TRUE,07/10/2022,5.00,06/10/2022,Stourport Pick,2.00
768,ARTSS001,All Artists Supplies Ltd,ww,[RECEIVED],6.00,0.00,2022-10-07T15:16:12.051167,karen,FALSE,07/10/2022,5.00,07/10/2022,Stourport Pick,2.00
769,ARTSS001,All Artists Supplies Ltd,aa,"[ASSIGNED, RECEIVED, INVOICED]",12.00,0.00,2022-10-12T09:59:27.159843,karen,FALSE,,10.00,12/10/2022,Stourport Pick,0.00
770,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],1.20,0.00,2022-11-04T11:46:49.916208,karen,FALSE,,1.00,04/11/2022,Stourport Pick,0.00
771,ARTSS001,All Artists Supplies Ltd,,[RECEIVED],1.20,0.00,2022-11-04T11:53:19.046646,karen,FALSE,,1.00,04/11/2022,Stourport Pick,0.00
772,ARTSS001,All Artists Supplies Ltd,22,[RECEIVED],0.96,0.00,2022-11-04T11:57:28.201672,karen,FALSE,,0.80,04/11/2022,Stourport Pick,0.00
773,ARTSS001,All Artists Supplies Ltd,aa,[RECEIVED],0.96,0.00,2022-11-04T12:11:01.762023,karen,FALSE,,0.80,04/11/2022,Stourport Pick,0.00
